"street_type","name"
"Вулиця","Микулинецька-бічна"
"Провулок","Микулинецький"
"Вулиця","Мирна"
"Вулиця","Миру"
"Майдан","Мистецтв"
"Вулиця","Митрополита Шептицького"
"Вулиця","Молодіжна"
"Вулиця","Молодої Гвардії-бічна"
"Вулиця","Монюшко"
"Вулиця","Мостова"
"Вулиця","Мостова-бічна"
"Вулиця","Набережна"
"Вулиця","Над Ставом"
"Вулиця","Над Яром"
"Вулиця","Надзбручанська"
"Вулиця","Назарія Яремчука"
"Вулиця","Низинна"
"Вулиця","Никифора Гірняка"
"Вулиця","Новий Світ"
"Вулиця","Новий Світ-бічна"
"Вулиця","Новосонячна"
"Вулиця","О. Довженка"
"Вулиця","О. Кульчицької"
"Вулиця","Об’їздна"
"Вулиця","Оболоня"
"Вулиця","Овочева"
"Бульвар","П. Куліша"
"Вулиця","П. Чубинського"
"Вулиця","Паркова"
"Вулиця","Патріарха Мстислава"
"Майдан","Перемоги"
"Вулиця","Петриківська"
"Вулиця","Пирогова"
"Вулиця","Південна"
"Вулиця","Північна"
"Вулиця","Підгірна"
"Вулиця","Підгородня"
"Вулиця","Піскова"
"Вулиця","Подільська"
"Вулиця","Поліська"
"Вулиця","Полковника Д. Вітовського"
"Вулиця","Полковника Д. Нечая"
"Вулиця","Полковника Морозенка"
"Вулиця","Полковника УПА Омельяна Польового"
"Вулиця","Польова"
"Майдан","Привокзальний"
"Вулиця","Приміська"
"Вулиця","Проектна"
"Вулиця","Промислова"
"Бульвар","Просвіти"
"Вулиця","Протасевича"
"Вулиця","Пушкіна"
"Вулиця","Рівна"
"Вулиця","Родини Барвінських"
"Вулиця","Романа Купчинського"
"Вулиця","Руська"
"Вулиця","С. Будного"
"Вулиця","С. Качали"
"Вулиця","С. Крушельницької"
"Вулиця","С. Наливайка"
"Бульвар","С. Петлюри"
"Вулиця","С. Стадникової"
"Вулиця","С. Чарнецького"
"Вулиця","С. Шагайди"
"Вулиця","Садова"
"Провулок","Садовий"
"Вулиця","Сидора Голубовича"
"Вулиця","Січових Стрільців"
"Вулиця","Слівенська"
"Вулиця","Смакули"
"Вулиця","Сонячна"
"Вулиця","Спадиста"
"Вулиця","Спортивна"
"Вулиця","Старий ринок"
"Проспект","Степана Бандери"
"Вулиця","Степова"
"Вулиця","Стрімка"
"Вулиця","Танцорова"
"Бульвар","Тараса Шевченка"
"Вулиця","Татарська"
"Вулиця","Тбіліська"
"Вулиця","Текстильна"
"Вулиця","Тернопільська"
"Вулиця","Тиха"
"Вулиця","Тісна"
"Вулиця","Транспортна"
"Вулиця","Тролейбусна"
"Вулиця","У. Кармелюка"
"Вулиця","У. Самчука"
"Вулиця","У. Самчука-бічна"
"Вулиця","Урожайна"
"Вулиця","Фабрична"
"Вулиця","Фестивальна"
"Вулиця","Хліборобна"
"Провулок","Холодний"
"Вулиця","Хутірська"
"Провулок","Цегельний"
"Вулиця","Циганська"
"Вулиця","Чалдаєва"
"Вулиця","Чернівецька"
"Вулиця","Чумацька"
"Вулиця","Шкільна"
"Провулок","Шкільний"
"Вулиця","Шопена"
"Вулиця","Шота Руставелі"
"Вулиця","Шпитальна"
"Вулиця","Ю. Гагаріна"
"Вулиця","Ю. Словацького"
"Вулиця","Ю. Федьковича"
"Вулиця","Юліана Опільського"
"Вулиця","Юності"
"Вулиця","Я. Гніздовського"
"Вулиця","Я. Головацького"
"Вулиця","Я. Стецька"
"Вулиця","Яблунева"
"Вулиця","Яреми"
"Вулиця","Ясна"
