"street_type","name"
"Вулиця","Возз'єднання"
"Вулиця","Вокзальна"
"Вулиця","Волинська"
"Вулиця","Воловецька"
"Вулиця","Володимирська"
"Провулок","Володимирський"
"Вулиця","Волошина"
"Вулиця","Восьмого Березня"
"Вулиця","Врабеля"
"Вулиця","Вузька"
"Вулиця","Гагаріна"
"Вулиця","Галана"
"Вулиця","Галицького Данила"
"Вулиця","Гарайди"
"Вулиця","Гвардійська"
"Вулиця","Героїв війни"
"Вулиця","Героїв Кальварія"
"Вулиця","Герцена"
"Провулок","Гірський"
"Вулиця","Глінки"
"Вулиця","Гленца"
"Вулиця","Глибока"
"Вулиця","Глиняна"
"Вулиця","Говорова"
"Вулиця","Гоголя"
"Вулиця","Годинки Антонія"
"Вулиця","Гончара Олеся"
"Вулиця","Горсенська"
"Вулиця","Горіхова"
"Вулиця","Горянська"
"Вулиця","Горянської Ротонди"
"Вулиця","Голубина"
"Вулиця","Гойди центр"
"Вулиця","Академіка Грабаря"
"Провулок","Грабовий"
"Вулиця","Гранітна"
"Вулиця","Гранчака Івана"
"Вулиця","Грибоєдова"
"Провулок","Грибоєдова"
"Вулиця","Грушевського"
"Вулиця","Грушова"
"Вулиця","Грузинська"
"Площа","Гренджі-Донського"
"Вулиця","Гулака-Артемовського"
"Вулиця","Гуса Яна"
"Вулиця","Гуслярська"
"Провулок","Гусакський"
"Вулиця","Гуслярська"
"Вулиця","Гуци Венеліна"
"Провулок","Дагестанський"
"Вулиця","Далека"
"Вулиця","Данська"
"Вулиця","Дарвіна"
"Вулиця","Дармштадська"
"Вулиця","Дайбозька"
"Вулиця","Дайки"
"Провулок","Двінський"
"Вулиця","Дворжака"
"Вулиця","Дев'ятого Січня"
"Вулиця","Декабристів"
"Вулиця","Дем'яна"
"Вулиця","Дендеші"
"Вулиця","Джамбула"
"Вулиця","Дніпровська"
"Вулиця","Дністрянського"
"Провулок","Добролюбова"
"Вулиця","Добролюбова"
"Вулиця","Добрянського"
"Вулиця","Довбуша"
"Вулиця","Довга"
"Вулиця","Довженка"
"Вулиця","Докучаєва"
"Вулиця","Долгоша"
"Вулиця","Доманинська"
"Вулиця","Донського Дмитра"
"Вулиця","Донська"
"Вулиця","Достоєвського"
"Вулиця","Дравецька"
"Вулиця","Драгоманова"
"Вулиця","Другетів"
"Вулиця","Дружня"
"Площа","Дружби Народів"
"Вулиця","Друзів"
"Вулиця","Дубова"
"Вулиця","Дунаєвського"
"Вулиця","Духновича"
"Площа","Егана"
"Вулиця","Ерделі"
"Вулиця","Електрозаводська"
"Вулиця","Європейська"
"Вулиця","Єньковська"
"Провулок","Єгерський"
"Вулиця","Єрмака"
"Провулок","Єреванський"
"Вулиця","Жатковича"
"Вулиця","Житомирська"
"Вулиця","Жемайте"
"Вулиця","Живописна"
"Вулиця","Житня"
"Вулиця","Жуковського"
"Площа","Жупанатська"
"Вулиця","Журавлина"
"Вулиця","Заводська"
"Вулиця","Загорська"
"Вулиця","Задора"
"Вулиця","Закарпатська"
"Вулиця","Залізнична"
"Провулок","Залізничний"
"Вулиця","Замкова"
"Вулиця","Замкові сходи"
"Вулиця","Заньковецької"
"Вулиця","Запісочного Івана Прохоровича"
"Вулиця","Запорізька"
"Провулок","Зв'язківців"
"Вулиця","Зелемірська"
"Вулиця","Зелена"
"Вулиця","Зодчих"
"Вулиця","Золота"
"Вулиця","Золотиста"
"Провулок","Зоряний"
"Вулиця","Івана Ваша"
"Вулиця","Іванківська"
"Вулиця","Іршавська"
"Вулиця","Йокаї Мора"
"Вулиця","Кавказька"
"Провулок","Кам'яний"
"Вулиця","Канальна"
"Вулиця","Канальна-Насипна"
"Вулиця","Капітульна"
"Вулиця","Кармелюка"
"Вулиця","Карпатська"
"Тупик","Кар'єрний"
"Провулок","Каховський"
"Вулиця","Каштанова"
"Вулиця","Кашшая Антона"
"Вулиця","Каянська"
"Вулиця","Кедрова"
"Вулиця","Керченська"
"Площа","Кирила і Мефодія"
"Набережна","Київська"
"Вулиця","Кленова"
"Вулиця","Климпуша Дмитра"
"Вулиця","Клочарука Степана"
"Вулиця","Князя Олега"
"Вулиця","Кобилянської"
"Вулиця","Козацька"
"Вулиця","Колгоспна"
"Вулиця","Комунальників"
"Вулиця","Конопляна"
"Вулиця","Колоскова"
"Вулиця","Корвалліська"
"Вулиця","Корзо"
"Площа","Кірпи Григорія"
"Вулиця","Ковельська"
"Вулиця","Корольова АкадемІка"
"Вулиця","Короленка"
"Провулок","Короленка"
"Вулиця","Коритнянська"
"Площа","Корятовича"
"Вулиця","Космічна"
"Вулиця","Котловинна"
"Вулиця","Котляревського"
"Вулиця","Котовського"
"Провулок","Кохання"
"Вулиця","Коцки Андрія"
"Вулиця","Коцюбинського"
"Вулиця","Кошицька"
"Провулок","Кошицький"
"Вулиця","Кошового"
"Вулиця","Кошута"
"Вулиця","Кралицького Анатолія"
"Провулок","Краківський"
"Вулиця","Красна"
"Вулиця","Краснодонців"
"Вулиця","Кречка Михайла"
"Вулиця","Крива"
"Вулиця","Крилова"
"Вулиця","Кримська"
"Вулиця","Кринична"
"Провулок","Криничний"
"Вулиця","Кроснівська"
"Площа","Лаборця"
"Вулиця","Лавріщева"
"Вулиця","Лазо Сергія"
"Вулиця","Легоцького"
"Вулиця","Лелекача Миколи"
"Вулиця","Липова"
"Вулиця","Лермонтова"
"Вулиця","Лисенка"
"Вулиця","Листопадна"
"Вулиця","Українки Лесі"
"Вулиця","Лікарняна"
"Вулиця","Лінійна"
"Вулиця","Лінтура Петра"
"Вулиця","Лірична"
"Вулиця","Лісна"
"Вулиця","Літня"
"Вулиця","Лобачевського"
"Вулиця","Лодія Петра"
"Вулиця","Лозова"
"Вулиця","Локоти"
"Вулиця","Ломоносова"
"Вулиця","Лугова"
"Вулиця","Лучкая"
"Провулок","Лютянський"
"Вулиця","Лялька"
"Вулиця","Магнолій"
"Вулиця","Макаренка"
"Провулок","Маковий"
"Вулиця","Вовчка Марка"
"Вулиця","Малокам'яна"
"Вулиця","Малоужанська"
"Вулиця","Мала"
"Вулиця","Малинова"
"Вулиця","Малоземельна"
"Вулиця","Мальовнича"
"Вулиця","Манайла"
"Вулиця","Маргітича Івана"
"Вулиця","Мартона"
"Провулок","Мартона"
"Вулиця","Маресьєва"
"Вулиця","Маркуша"
"Провулок","Мебльовиків"
"Провулок","Медовий"
"Вулиця","Менделєєва"
"Вулиця","Механізаторів"
"Вулиця","Мечнікова"
"Провулок","Мечнікова"
"Вулиця","Милославського"
"Вулиця","Міжгірська"
"Вулиця","Міксата Кальмана"
"Вулиця","Міцкевича"
"Вулиця","Мічуріна"
"Вулиця","Мінська"
"Вулиця","Милославського Петра"
"Вулиця","Минайська"
"Вулиця","Мирна"
"Провулок","Мисливський"
"Вулиця","Митна"
"Вулиця","Митрака"
"Вулиця","Михайловецька"
"Провулок","Молдавський"
"Вулиця","Молодіжна"
"Вулиця","Мондока"
"Вулиця","Московська"
"Вулиця","Можайського"
"Провулок","Музейний"
"Вулиця","Музична"
"Вулиця","Мукачівська"
"Вулиця","Мусоргського"
"Провулок","Навої"
"Вулиця","Навчальна"
"Площа","Народна"
"Вулиця","Нарцисна"
"Вулиця","Насипна"
"Провулок","Насипний"
"Вулиця","Нахімова"
"Вулиця","Небесна"
"Вулиця","Невицької Ірини"
"Набережна","Незалежності"
"Вулиця","Некрасова"
"Вулиця","Нікітіна"
"Вулиця","Нільсена"
"Вулиця","Ніредьгазька"
"Провулок","Нижненімецький"
"Вулиця","Нова"
"Вулиця","Новака"
"Вулиця","Нововолодимирська"
"Провулок","Нововолодимирський"
"Вулиця","Новодоманинська"
"Вулиця","Об'їзна дорога"
"Вулиця","Огарьова"
"Вулиця","Одеська"
"Вулиця","Озерна"
"Вулиця","Ольбрахта"
"Вулиця","Оноківська"
"Вулиця","Орлая"
"Вулиця","Орлина"
"Вулиця","Орловська"
"Вулиця","Осетинська"
"Вулиця","Остапа Вишні"
"Вулиця","Острівна"
"Вулиця","Островського"
"Вулиця","Осипенка"
"Вулиця","Павлова"
"Вулиця","Павловича"
"Вулиця","Панаса Мирного"
"Вулиця","Панькевича"
"Набережна","Паркова"
"Вулиця","Пархоменка"
"Вулиця","Паризької Комуни"
"Вулиця","Перемоги"
"Вулиця","Перечинська"
"Площа","Шандора Петефі"
"Вулиця","Пестеля"
"Вулиця","Пирогова"
"Вулиця","Північна"
"Вулиця","Підградська"
"Провулок","Підвальний"
"Вулиця","Підгірна"
"Провулок","Підгірний"
"Вулиця","Підгірянки Марійки"
"Вулиця","Підлипницька"
"Вулиця","Плеханова"
"Вулиця","Плотені Нандора"
"Вулиця","Погорєлова"
"Вулиця","Погранична"
"Провулок","Пограничний"
"Вулиця","Полонинська"
"Вулиця","Полтавська"
"Провулок","Полуничний"
"Вулиця","Польова"
"Вулиця","Польська"
"Вулиця","Попова"
"Провулок","Порічковий"
"Вулиця","Почаївська"
"Площа","Поштова"
"Набережна","Православна"
"Вулиця","Привітна"
"Вулиця","Пржевальського"
"Вулиця","Приладобудівників"
"Провулок","Приютський"
"Вулиця","Проектна"
"Вулиця","Промислова"
"Вулиця","Прорізна"
"Вулиця","Пряшівська"
"Площа","Пушкіна"
"Вулиця","Пшенична"
"Вулиця","Пирогова"
"Провулок","Пташиний"
"Вулиця","Пчілки Олени"
"Вулиця","Радванська"
"Вулиця","Радісна"
"Вулиця","Радіщева"
"Вулиця","Райдужна"
"Вулиця","Разіна Степана"
"Вулиця","Ракоці Ференца"
"Вулиця","Рахівська"
"Вулиця","Ревая Юлиана"
"Вулиця","Репіна"
"Вулиця","Рибальська"
"Вулиця","Ризька"
"Вулиця","Рилєєва"
"Вулиця","Рильського"
"Вулиця","Рівна"
"Вулиця","Робоча"
"Вулиця","Ротмана"
"Вулиця","Рожева"
"Вулиця","Ромашкова"
"Провулок","Рослинний"
"Алея","Ротарійський"
"Вулиця","Рошка-Ірлявського"
"Вулиця","Руданського"
"Вулиця","Руставелі Шота"
"Вулиця","Руська"
"Вулиця","Сатумарська"
"Вулиця","Садова"
"Вулиця","Саксаганського"
"Вулиця","Салютна"
"Вулиця","Сатумарська"
"Вулиця","Свалявська"
"Вулиця","Свиди"
"Вулиця","Світла"
"Вулиця","Генерала Свободи"
"Проспект","Свободи"
"Провулок","Сестер Василіанок"
"Вулиця","Сечені"
"Вулиця","Сербська"
"Вулиця","Сеченова"
"Вулиця","Сидоряка"
"Вулиця","Сільвая"
"Вулиця","Сільвая"
"Вулиця","Сковороди"
"Вулиця","Слави"
"Вулиця","Сливова"
"Вулиця","Словацька"
"Вулиця","Собранецька"
"Провулок","Собранецький"
"Вулиця","Сови Петра"
"Вулиця","Соколина"
"Вулиця","Снігурського Дмитра"
"Вулиця","Сонячна"
"Вулиця","Солов'їна"
"Вулиця","Соснова"
"Вулиця","Сосюри"
"Вулиця","Софіївська"
"Вулиця","Сливки"
"Набережна","Слов'янська"
"Провулок","Смерековий"
"Провулок","Соляний"
"Вулиця","Сомботгейська"
"Провулок","Спартака"
"Вулиця","Спортивна"
"Вулиця","Срібляста"
"Вулиця","Ставровського-Попрадова"
"Вулиця","Стародоманинська"
"Вулиця","Станційна"
"Вулиця","Старицького"
"Вулиця","Стефаника"
"Вулиця","Столєтова"
"Вулиця","Стрільнична"
"Набережна","Студентська"
"Вулиця","Сидоряка"
"Вулиця","Сурікова"
"Вулиця","Східна"
"Вулиця","Таллінська"
"Провулок","Ташкентський"
"Провулок","Театральний"
"Площа","Театральна"
"Вулиця","Теліги Олени"
"Вулиця","Тельмана"
"Вулиця","Теодора Ромжі"
"Вулиця","Теплична"
"Вулиця","Терека"
"Провулок","Тереновий"
"Вулиця","Технічна"
"Вулиця","Тернопільська"
"Вулиця","Тімірязева"
"Вулиця","Тисянська"
"Провулок","Тисянський"
"Вулиця","Тиха"
"Вулиця","Тихого Франтишека"
"Вулиця","Тичини"
"Вулиця","Тлехаса"
"Вулиця","Тобілевича"
"Вулиця","Толстого Льва"
"Алея","Томенчука"
"Вулиця","Томчанія Михайла"
"Вулиця","Транспортна"
"Вулиця","Топольова"
"Провулок","Трав'яний"
"Вулиця","Требішовська"
"Провулок","Трояндовий"
"Вулиця","Тургенєва"
"Вулиця","Трудова"
"Вулиця","Туряниці Івана"
"Провулок","Турянський"
"Провулок","Туристський"
"Вулиця","Тютюнова"
"Вулиця","Тюльпанова"
"Вулиця","Тячівська"
"Вулиця","Угорська"
"Вулиця","Ужанська"
"Вулиця","Українська"
"Провулок","Укропний"
"Вулиця","Ульцинська"
"Вулиця","Університетська"
"Провулок","Університетський"
"Вулиця","Уральська"
"Вулиця","Урожайна"
"Вулиця","Успенського"
"Вулиця","Учительська"
"Вулиця","Федаки Василя"
"Вулиця","Фединця Олександра"
"Вулиця","Федьковича"
"Площа","Фенцика"
"Провулок","Фермерський"
"Вулиця","Філатова"
"Провулок","Фіалковий"
"Вулиця","Фогорашія"
"Вулиця","Фодора Степана"
"Вулиця","Фучіка"
"Вулиця","Франка Івана"
"Вулиця","Хіри"
"Вулиця","Хорватська"
"Вулиця","Худанича В. І."
"Провулок","Хустський"
"Вулиця","Цвітна"
"Вулиця","Цегольнянська"
"Вулиця","Ціолковського"
"Провулок","Центральний"
"Вулиця","Чабанівська"
"Вулиця","Чапека Карела"
"Вулиця","Чайковського Петра"
"Вулиця","Челюскінців"
"Вулиця","Чепура Дмитра"
"Вулиця","Червениця"
"Вулиця","Черемшини"
"Вулиця","Черешнева"
"Вулиця","Чернівецька"
"Вулиця","Чеської Ліпи"
"Вулиця","Чеська"
"Вулиця","Чернишевського"
"Вулиця","Чехова"
"Вулиця","Чкалова"
"Провулок","Чкалова"
"Вулиця","Чорновола В."
"Провулок","Чорноморський"
"Провулок","Чопський"
"Вулиця","Чурговича Івана"
"Вулиця","Шандора Петефі"
"Вулиця","Шахтарів"
"Вулиця","Шафарика"
"Вулиця","Швабська"
"Вулиця","Шевченка"
"Провулок","Шевченка"
"Вулиця","Братів Шерегіїв"
"Вулиця","Шкільна"
"Вулиця","Шопена"
"Вулиця","Шолтеса Золтана"
"Вулиця","Шпонтака Івана"
"Вулиця","Шумна"
"Вулиця","Шишкіна"
"Вулиця","Ширавська"
"Провулок","Ширавський"
"Вулиця","Штернберга Якова"
"Вулиця","Штефана Августина"
"Вулиця","Щаслива"
"Вулиця","Щедріна"
"Провулок","Юнацький"
"Вулиця","Яблунева"
"Провулок","Ягідний"
"Вулиця","Янтарна"
"Вулиця","Ярослава Мудрого"
"Провулок","Янтарний"
"Вулиця","Ярославська"
"Вулиця","Яроцька"
"Вулиця","Ясна"
