"district","street_type","name"
"Київський","Провулок","Верещагіна"
"Київський","Вулиця","Вертелецького"
"Київський","Вулиця","Верф'яна"
"Київський","Вулиця","Весела"
"Суворовський","Вулиця","Винниченка Володимира"
"Приморський","Тупик","Виноградний"
"Приморський","Провулок","Високий"
"Суворовський","Вулиця","Вишнева"
"Малиновський","Провулок","Вишневського генерала"
"Приморський","Вулиця","Відрадна"
"Київський","Вулиця","Вільямса академіка"
"Приморський","Вулиця","Водопровідна"
"Приморський","Провулок","Водопровідний 1-й"
"Приморський","Провулок","Водопровідний 2-й"
"Приморський","Провулок","Водопровідний 3-й"
"Приморський","Узвіз","Воєнний"
"Приморський","Провулок","Вознесенський"
"Приморський","Провулок","Волзький"
"Приморський","Тупик","Волна"
"Малиновський","Вулиця","Вороного Миколи"
"Приморський","Провулок","Воронцовський"
"Суворовський","Вулиця","Восьмого Березня"
"Суворовський","Провулок","Восьмого Березня"
"Київський","Вулиця","Врожайна"
"Київський","Провулок","Вузький"
"Малиновський","Вулиця","Вчительська"
"Приморський","Вулиця","Гаванна"
"Малиновський","Вулиця","Гаврікова капітана"
"Приморський","Проспект","Гагаріна"
"Приморський","Вулиця","Гагарінське плато"
"Приморський","Провулок","Гагарінський"
"Суворовський","Провулок","Газовий"
"Київський","Провулок","Гайдаєнка Івана"
"Малиновський","Вулиця","Гайдара"
"Київський","Вулиця","Гаркавого академіка"
"Київський","Вулиця","Гарна"
"Київський","Вулиця","Гаршина"
"Київський","Провулок","Гаршина"
"Київський","Вулиця","Гвардійська"
"Приморський","Провулок","Гвоздичний"
"Приморський","Вулиця","Генуезька"
"Київський","Вулиця","Героїв-Прикордонників"
"Суворовський","Вулиця","Гефта Миколи"
"Приморський","Вулиця","Гімназична"
"Київський","Вулиця","Глинки"
"Київський","Проспект","Глушка академіка"
"Приморський","Вулиця","Говорова маршала"
"Приморський","Вулиця","Гоголя"
"Суворовський","Вулиця","Головатого отамана"
"Малиновський","Вулиця","Головківська"
"Суворовський","Вулиця","Гонтаренко"
"Київський","Вулиця","Горіхова"
"Приморський","Вулиця","Градоначальницька"
"Приморський","Вулиця","Грецька"
"Приморський","Площа","Грецька"
"Суворовський","Вулиця","Грибоєдова"
"Малиновський","Вулиця","Грушевського Михайла"
"Суворовський","Вулиця","Грушевського Михайла"
"Суворовський","Вулиця","Гудовича генерала"
"Київський","Вулиця","Гумільова Миколи"
"Малиновський","Вулиця","Дальницька"
"Малиновський","Вулиця","Дальня"
"Київський","Вулиця","Дача Ковалеського"
"Київський","Вулиця","Дачна"
"Київський","Провулок","Дачний"
"Київський","Провулок","Дачний 2-й"
"Приморський","Вулиця","Ясна"
"Приморський","Вулиця","Дворянська"
"Приморський","Узвіз","Деволанівський"
"Суворовський","Вулиця","Дем'янова"
"Малиновський","Вулиця","Демократична"
"Малиновський","Площа","Деревянко Бориса"
"Приморський","Вулиця","Дерібасівська"
"Приморський","Площа","Десятого квітня"
"Приморський","Вулиця","Десятого квітня"
"Приморський","Вулиця","Дігтярна"
"Приморський","Вулиця","Дідріхсона"
"Київський","Вулиця","Джерельна"
"Приморський","Вулиця","Довженка"
"Київський","Вулиця","Докова"
"Київський","Вулиця","Донського Дмитра"
"Київський","Провулок","Донського Дмитра"
"Київський","Вулиця","Довга"
"Київський","Вулиця","Дубініна Володі"
"Київський","Вулиця","Дубова Роща"
"Київський","Вулиця","Дукова"
"Приморський","Площа","Думська"
"Приморський","Провулок","Дунаєва"
"Приморський","Вулиця","Дюківська"
"Приморський","Провулок","Економічний"
"Приморський","Вулиця","Єврейська"
"Приморський","Провулок","Єлисаветградський"
"Приморський","Вулиця","Єлісаветинська"
"Малиновський","Вулиця","Єфімова"
"Київський","Вулиця","Жаботинського"
"Київський","Вулиця","Жасминова"
"Приморський","Бульвар","Жванецького Михайла"
"Суворовський","Вулиця","Жевахова"
"Малиновський","Вулиця","Желябова"
"Київський","Вулиця","Жовтневої Революції"
"Приморський","Провулок","Жукова віце-адмірала"
"Київський","Проспект","Жукова маршала"
"Приморський","Вулиця","Жуковського"
"Приморський","Вулиця","Задніпровського"
"Малиновський","Вулиця","Заньковецької"
"Малиновський","Вулиця","Запорізька"
"Приморський","Вулиця","Зарічна"
"Приморський","Вулиця","Заславського"
"Малиновський","Вулиця","Зелена"
"Київський","Вулиця","Зелена Балка"
"Київський","Вулиця","Зелинського"
"Суворовський","Вулиця","Зіркова"
"Київський","Вулиця","Золотий Берег"
"Приморський","Вулиця","Зоопаркова"
"Київський","Провулок","Іванова 1-й"
"Київський","Вулиця","Іваноська"
"Суворовський","Провулок","Іллічівський"
"Київський","Вулиця","Ільфа та Петрова"
"Приморський","Вулиця","Інбер Віри"
"Малиновський","Провулок","Інтернаціональний"
"Приморський","Бульвар","Італійський"
"Малиновський","Провулок","Іподромний"
"Малиновський","Вулиця","Іспанська"
"Приморський","Вулиця","Каманіна"
"Приморський","Провулок","Каманіна"
"Приморський","Вулиця","Канатна"
"Приморський","Провулок","Канатний"
"Малиновський","Вулиця","Кандинського Василя"
"Київський","Провулок","Кандинського 1-й"
"Київський","Провулок","Кандинського 2-й"
"Київський","Провулок","Кандинського 3-й"
"Київський","Провулок","Кандинського 4-й"
"Київський","Провулок","Кандинського 5-й"
"Приморський","Вулиця","Карантинна"
"Приморський","Узвіз","Карантинний"
"Приморський","Провулок","Каретний"
"Суворовський","Вулиця","Каришковського професора"
"Приморський","Провулок","Каркашадзе"
"Приморський","Вулиця","Кармена Романа"
"Малиновський","Вулиця","Картамишевська"
"Приморський","Провулок","Катаєва"
"Приморський","Вулиця","Катериненська"
"Приморський","Площа","Катериненська"
"Приморський","Вулиця","Качинського"
"Київський","Вулиця","Каштанова"
"Приморський","Провулок","Каховський"
"Київський","Вулиця","Квіткова"
"Київський","Вулиця","Китобійна"
"Приморський","Вулиця","Кільцева"
"Приморський","Вулиця","Кінна"
"Приморський","Вулиця","Кленова"
"Приморський","Провулок","Книжковий"
"Приморський","Вулиця","Князівська"
"Приморський","Вулиця","Коблевська"
"Приморський","Узвіз","Ковалевського"
"Приморський","Вулиця","Ковальська"
"Приморський","Провулок","Колгоспний"
"Приморський","Провулок","Колективний"
"Малиновський","Вулиця","Колонична"
"Приморський","Вулиця","Колонтаївська"
"Київський","Вулиця","Комарова космонавта"
"Київський","Вулиця","Комишова"
"Малиновський","Вулиця","Комітетська"
"Приморський","Провулок","Компасний"
"Київський","Вулиця","Кондрашева"
"Приморський","Провулок","Кордонний"
"Суворовський","Вулиця","Коровицького професора"
"Малиновський","Вулиця","Кордонна"
"Приморський","Провулок","Короленка"
"Київський","Вулиця","Корольова академіка"
"Київський","Вулиця","Космодем'янської З-ої"
"Київський","Вулиця","Космонавтів"
"Малиновський","Вулиця","Космонавтів"
"Малиновський","Вулиця","Косовська"
"Приморський","Провулок","Косовський"
"Київський","Вулиця","Костанді"
"Київський","Провулок","Костанді 2-й"
"Київський","Провулок","Костанді 3-й"
"Суворовський","Провулок","Кравцова Павла"
"Приморський","Провулок","Красний"
"Київський","Вулиця","Краснова"
"Суворовський","Вулиця","Красносільська"
"Київський","Провулок","Кредитний"
"Приморський","Провулок","Кренкеля"
"Київський","Вулиця","Кришталева"
"Київський","Провулок","Кришталевий"
"Приморський","Провулок","Кришталевий"
"Київський","Вулиця","Крутоянська"
"Приморський","Провулок","Куликовський"
"Приморський","Провулок","Куликовський 2-й"
"Приморський","Площа","Куликове поле"
"Київський","Вулиця","Купріна"
"Приморський","Провулок","Курортний"
"Приморський","Вулиця","Курчатова академіка"
"Малиновський","Вулиця","Кутова"
"Суворовський","Вулиця","Кутузова"
"Київський","Вулиця","Львівська"
"Суворовський","Вулиця","Лавочна"
"Малиновський","Вулиця","Лазарєва адмірала"
"Приморський","Вулиця","Ланжеронівська"
"Приморський","Узвіз","Ланжеронівський"
"Київський","Вулиця","Лінійна"
"Приморський","Вулиця","Леваневського"
"Приморський","Провулок","Леваневського"
"Київський","Провулок","Леваневського"
"Приморський","Тупик","Леваневського"
"Київський","Вулиця","Левкійна"
"Київський","Вулиця","Левітана"
"Приморський","Вулиця","Ленінградська"
"Приморський","Провулок","Лермонтовський"
"Приморський","Провулок","Лермонтовський 2-й"
"Суворовський","Вулиця","Українки Лесі"
"Київський","Вулиця","Лібкнехта Карла"
"Київський","Провулок","Лібкнехта Карла"
"Приморський","Бульвар","Лідерсівський"
"Київський","Вулиця","Лінія 1-а (Дерібасівка)"
"Суворовський","Вулиця","Лінія 1-а (Лиманчик)"
"Київський","Вулиця","Лінія 1-а (Чубаївка)"
"Київський","Вулиця","Лінія 2-а (Дерібасівка)"
"Суворовський","Вулиця","Лінія 2-а (Лиманчик)"
"Київський","Вулиця","Лінія 3-а (Дерібасівка)"
"Суворовський","Вулиця","Лінія 3-а (Лиманчик)"
"Київський","Вулиця","Лінія 4-а (Дерібасівка)"
"Суворовський","Вулиця","Лінія 4-а (Лиманчик)"
"Київський","Вулиця","Лінія 5-а (Дерібасівка)"
"Суворовський","Вулиця","Лінія 5-а (Лиманчик)"
"Київський","Вулиця","Лінія 6-а (Дерібасівка)"
"Київський","Вулиця","Лінія 7-а (Дерібасівка)"
"Київський","Вулиця","Лінія 8-а (Дерібасівка)"
"Суворовський","Вулиця","Лінія 8-а (Лиманчик)"
"Суворовський","Вулиця","Лінія 9-а (Лиманчик)"
"Київський","Вулиця","Лінія 10-а (Дерібасівка)"
"Київський","Вулиця","Лінія 11-а (Дерібасівка)"
"Суворовський","Вулиця","Лінія 11-а (Лиманчик)"
"Київський","Вулиця","Лінія 12-а (Дерібасівка)"
"Київський","Вулиця","Лінія 13-а (Дерібасівка)"
"Київський","Вулиця","Лінія 14-а (Дерібасівка)"
"Київський","Вулиця","Лінія 15-а (Дерібасівка)"
"Київський","Вулиця","Лінія 16-а (Дерібасівка)"
"Київський","Вулиця","Лінія 17-а (Дерібасівка)"
"Київський","Вулиця","Лінія 18-а (Дерібасівка)"
"Київський","Вулиця","Лінія 19-а"
"Суворовський","Вулиця","Лінія 35-а"
"Суворовський","Вулиця","Лінія 39-а"
"Суворовський","Вулиця","Лінія 40-а"
"Суворовський","Вулиця","Лінія 41-а"
"Суворовський","Вулиця","Лінія 42-а"
"Приморський","Вулиця","Літературна"
"Київський","Провулок","Літній"
"Суворовський","Вулиця","Лиманна"
"Приморський","Провулок","Лиманий"
"Малиновський","Вулиця","Литовська"
"Суворовський","Вулиця","Локомотивна"
"Суворовський","Вулиця","Лузанівська"
"Суворовський","Провулок","Лузанівський 1-й"
"Суворовський","Провулок","Лузанівський 2-й"
"Київський","Вулиця","Луніна контр-адмірала"
"Суворовський","Вулиця","Луцька"
"Київський","Вулиця","Люстдорфська дорога"
"Малиновський","Вулиця","Люстдорфська дорога"
"Приморський","Вулиця","Люстдорфська дорога"
"Приморський","Провулок","Лютеранський"
"Київський","Вулиця","Лядова"
"Київський","Вулиця","Ляпидевського"
"Приморський","Провулок","Ляпунова"
"Київський","Вулиця","Майстерська"
"Київський","Вулиця","Макаренка"
"Київський","Вулиця","Макарова"
"Приморський","Вулиця","Мала Арнаутська"
"Приморський","Провулок","Маланова"
"Малиновський","Вулиця","Малиновського маршала"
"Суворовський","Вулиця","Малогвардійська"
"Приморський","Вулиця","Манежна"
"Приморський","Вулиця","Маразліївська"
"Приморський","Узвіз","Маринеско"
"Київський","Вулиця","Мариністів"
"Приморський","Вулиця","Маріїнська"
"Київський","Вулиця","Маршрутна"
"Приморський","Вулиця","Матросова Олександра"
"Приморський","Провулок","Матроська Слобідка"
"Приморський","Узвіз","Матроський"
"Суворовський","Узвіз","Мацієвської"
"Приморський","Провулок","Маяковський"
"Київський","Провулок","Маячний (Царське село)"
"Малиновський","Вулиця","Мельницька"
"Приморський","Вулиця","Мечникова"
"Суворовський","Дорога","Миколаївська"
"Київський","Вулиця","Миру (Царське село)"
"Приморський","Площа","Митна"
"Приморський","Провулок","Митракова"
"Малиновський","Вулиця","Михайлівська"
"Малиновський","Площа","Михайлівська"
"Суворовський","Площа","Мичурінська"
"Приморський","Вулиця","Міністрів"
"Приморський","Провулок","Місячний"
"Суворовський","Вулиця","Міцкевича"
"Приморський","Провулок","Морехідний"
"Приморський","Провулок","Морський"
"Приморський","Провулок","Мукачевський"
"Приморський","Вулиця","Мусіна"
"Приморський","Вулиця","М'ясоїдівська"
"Київський","Вулиця","Надії"
"Суворовський","Вулиця","Наливна"
"Київський","Вулиця","Нафтовиків"
"Приморський","Провулок","Нахімова"
"Київський","Вулиця","Невського Олександра"
"Київський","Вулиця","Недєліна"
"Київський","Вулиця","Незалежності (Мізікевича)"
"Київський","Площа","Незалежності"
"Приморський","Провулок","Некрасова"
"Київський","Вулиця","Немировича-Данченка"
"Приморський","Вулиця","Ніжинська"
"Приморський","Вулиця","Ніщинського композитора"
"Приморський","Вулиця","Нова"
"Суворовський","Провулок","Новий Пересипський"
"Приморський","Вулиця","Новоберегова"
"Приморський","Вулиця","Новосельського"
"Київський","Вулиця","Новосільська (Мізікевича)"
"Київський","Вулиця","Новогородська"
"Київський","Провулок","Новогородський"
"Київський","Вулиця","Новоросійська"
"Київський","Вулиця","Новоукраїнська"
"Київський","Провулок","Новоукраїнський"
"Приморський","Вулиця","Новощепний ряд"
"Малиновський","Дорога","Об'їзна"
"Суворовський","Дорога","Об'їзна"
"Приморський","Провулок","Обсерваторний"
"Київський","Вулиця","Огородна"
"Київський","Вулиця","Огренича Миколи"
"Суворовський","Вулиця","Одарія"
"Приморський","Вулиця","Одеса-Головна"
"Київський","Вулиця","Окружна"
"Приморський","Узвіз","Олійника Степана"
"Приморський","Проспект","Олександрівський"
"Приморський","Вулиця","Олеші Юрія"
"Малиновський","Площа","Олексіївська"
"Приморський","Вулиця","Ольгіївська"
"Приморський","Узвіз","Ольгіївський"
"Малиновський","Вулиця","Онезька"
"Приморський","Провулок","Онілової"
"Приморський","Провулок","Орликова"
"Приморський","Вулиця","Осипова"
"Київський","Вулиця","Палубна"
"Приморський","Вулиця","Пантелеймонівська"
"Приморський","Вулиця","Парк Перемоги"
"Приморський","Вулиця","Пастера"
"Приморський","Вулиця","Педагогічна"
"Приморський","Провулок","Педагогічний"
"Малиновський","Вулиця","Пейзажна"
"Суворовський","Вулиця","Перемоги"
"Суворовський","Вулиця","Пересипська 1-а"
"Суворовський","Вулиця","Пересипська 2-а"
"Суворовський","Вулиця","Пересипська 3-а"
"Суворовський","Вулиця","Пересипська 4-а"
"Суворовський","Вулиця","Пересипська 5-а"
"Суворовський","Вулиця","Пересипська 6-а"
"Суворовський","Вулиця","Пересипська 7-а"
"Суворовський","Вулиця","Пересипська 8-а"
"Суворовський","Вулиця","Пересипська 10-а"
"Київський","Вулиця","Перлинна"
"Суворовський","Провулок","Першотравневий 1-й"
"Суворовський","Провулок","Першотравневий 2-й"
"Суворовський","Провулок","Першотравневий 3-й"
"Київський","Вулиця","Петрашевського"
"Київський","Вулиця","Петрова генерала"
"Малиновський","Вулиця","Петрова генерала"
"Приморський","Вулиця","Пироговська"
"Приморський","Провулок","Пироговський"
"Київський","Вулиця","Писарєва"
"Приморський","Вулиця","Південна"
"Суворовський","Дорога","Південна"
"Київський","Провулок","Південний"
"Київський","Провулок","Південносанаторний"
"Приморський","Вулиця","Північна"
"Приморський","Провулок","Північний"
"Київський","Вулиця","Під'їздна"
"Київський","Вулиця","Пілотна"
"Приморський","Вулиця","Піонерська"
"Київський","Провулок","Піонерський"
"Суворовський","Вулиця","Пісочна"
"Малиновський","Вулиця","Пішеніна"
"Приморський","Вулиця","Пішонівська"
"Приморський","Провулок","Пішонівський"
"Київський","Вулиця","Планетна"
"Суворовський","Вулиця","Плигуна Миколи"
"Київський","Вулиця","Пляжна"
"Київський","Вулиця","Побратимів"
"Київський","Вулиця","Подвойського"
"Приморський","Провулок","Покровський"
"Київський","Вулиця","Політкаторжан"
"Київський","Вулиця","Польова"
"Приморський","Провулок","Полуничний"
"Приморський","Вулиця","Польська"
"Приморський","Узвіз","Польський"
"Приморський","Провулок","Поперечний"
"Приморський","Вулиця","Посмітного"
"Малиновський","Вулиця","Поштова"
"Суворовський","Вулиця","Поштова"
"Приморський","Вулиця","Преображенська"
"Київський","Вулиця","Прибережна"
"Київський","Провулок","Прибережний"
"Приморський","Вулиця","Привозна"
"Приморський","Площа","Привокзальна"
"Приморський","Провулок","Привокзальний"
"Київський","Вулиця","Прикордонна (Люстдорф)"
"Приморський","Вулиця","Приморська"
"Київський","Вулиця","Приморська (Люстдорф)"
"Приморський","Бульвар","Приморський"
"Київський","Провулок","Приморський"
"Київський","Вулиця","Проектуєма 5-а"
"Київський","Провулок","Проїздний 1-й"
"Київський","Провулок","Проїздний 2-й"
"Приморський","Провулок","Пролетарський 3-й"
"Київський","Вулиця","Прорізна"
"Київський","Провулок","Прорізний"
"Малиновський","Вулиця","Прохорівська"
"Приморський","Вулиця","Прохорівська"
"Малиновський","Провулок","Прохорівський"
"Приморський","Вулиця","Пушкінська"
"Малиновський","Вулиця","Рабіна Іцхака"
"Малиновський","Вулиця","Радісна"
"Малиновський","Вулиця","Райдужна"
"Суворовський","Вулиця","Рачкова"
"Суворовський","Вулиця","Рельєфна"
"Київський","Провулок","Ремонтний"
"Київський","Вулиця","Рєпіна"
"Київський","Вулиця","Рибацька"
"Київський","Вулиця","Рибацька Балка"
"Приморський","Вулиця","Ризовська"
"Київський","Вулиця","Рівності"
"Київський","Провулок","Рівності 1-й"
"Приморський","Вулиця","Рішельєвська"
"Суворовський","Вулиця","Роздольна"
"Приморський","Вулиця","Розкидайлівська"
"Київський","Вулиця","Розова"
"Приморський","Вулиця","Розумовська"
"Малиновський","Провулок","Розумовський 1-й"
"Малиновський","Провулок","Розумовський 2-й"
"Київський","Провулок","Романтиків"
"Суворовський","Вулиця","Романтиків"
"Київський","Провулок","Романтиків"
"Київський","Вулиця","Ромашкова"
"Малиновський","Вулиця","Руставелі Шота"
"Київський","Вулиця","Рясна"
"Київський","Провулок","Рясний 1-й"
"Київський","Провулок","Рясний 2-й"
"Приморський","Вулиця","Сабанєїв Міст"
"Приморський","Провулок","Сабанський"
"Приморський","Вулиця","Садиковська"
"Приморський","Вулиця","Садова"
"Суворовський","Вулиця","Садова 1-а"
"Суворовський","Вулиця","Садова 2-а"
"Суворовський","Вулиця","Садова 3-а"
"Суворовський","Вулиця","Садова 4-а"
"Суворовський","Вулиця","Садова 5-а"
"Суворовський","Вулиця","Садова 6-а"
"Приморський","Провулок","Садовий"
"Київський","Вулиця","Сакко"
"Київський","Вулиця","Санаторна"
"Приморський","Провулок","Санаторний"
"Приморський","Вулиця","Світла"
"Приморський","Провулок","Світлий"
"Київський","Проспект","Свободи"
"Приморський","Вулиця","Сегедська"
"Київський","Провулок","Сергієнко Раїси"
"Малиновський","Вулиця","Середня"
"Приморський","Провулок","Семафорний"
"Приморський","Вулиця","Семінарська"
"Приморський","Вулиця","Середньофонтанська"
"Приморський","Провулок","Середньофонтанський"
"Приморський","Вулиця","Сєрова"
"Приморський","Вулиця","Сєченова"
"Київський","Вулиця","Сибірська"
"Суворовський","Вулиця","Симиренка Льва"
"Київський","Вулиця","Симоненка Василя"
"Суворовський","Вулиця","Симферопольна"
"Приморський","Провулок","Сільськогосподарський"
"Малиновський","Вулиця","Скворцова"
"Приморський","Вулиця","Скидановська"
"Приморський","Узвіз","Скидановський"
"Приморський","Вулиця","Скісна"
"Приморський","Провулок","Слєпньова"
"Київський","Вулиця","Слов'янська (Люстдорф)"
"Київський","Вулиця","Собінова"
"Приморський","Площа","Соборна"
"Суворовський","Вулиця","Солона"
"Суворовський","Провулок","Солонцеватий"
"Суворовський","Провулок","Солонцеватий 1-й"
"Приморський","Вулиця","Сонячна"
"Київський","Вулиця","Сорокаріччя ВЛКСМ"
"Суворовський","Вулиця","Сортировочна 1-а"
"Приморський","Вулиця","Софіївська"
"Малиновський","Провулок","Спаський"
"Приморський","Вулиця","Спиридонівська"
"Приморський","Провулок","Спортивний"
"Київський","Вулиця","Станція Великого Фонтану 11-а"
"Київський","Вулиця","Станція Великого Фонтану 12-а"
"Київський","Вулиця","Станція Великого Фонтану 13-а"
"Київський","Вулиця","Станція Великого Фонтану 14-а"
"Київський","Вулиця","Станція Великого Фонтану 15-а"
"Київський","Вулиця","Стара Люстдорфська дорога"
"Приморський","Провулок","Старокінний"
"Приморський","Вулиця","Старопортофранківська"
"Приморський","Вулиця","Старорізнична"
"Приморський","Площа","Старосінна"
"Суворовський","Вулиця","Стельмаха"
"Малиновський","Вулиця","Степова"
"Київський","Вулиця","Стеценка"
"Малиновський","Вулиця","Строганова"
"Малиновський","Вулиця","Стуса Василя"
"Суворовський","Вулиця","Суворовська 1-а"
"Суворовський","Вулиця","Суворовська 15-а"
"Київський","Вулиця","Судобудівна"
"Малиновський","Вулиця","Судобудівна"
"Київський","Провулок","Судобудівний"
"Київський","Вулиця","Сумська"
"Київський","Площа","Таїрова"
"Київський","Вулиця","Танкерна"
"Приморський","Площа","Театральна"
"Київський","Вулиця","Терешкової Валентини"
"Малиновський","Вулиця","Терешкової Валентини"
"Київський","Вулиця","Тимірязєва"
"Київський","Провулок","Тимірязєва"
"Київський","Провулок","Тимірязєва 3-й"
"Київський","Провулок","Тимірязєва 4-й"
"Київський","Провулок","Тимірязєва 5-й"
"Малиновський","Вулиця","Тираспольська"
"Приморський","Вулиця","Тираспольська"
"Приморський","Площа","Тираспольська"
"Приморський","Вулиця","Тіниста"
"Київський","Вулиця","Ткачьова"
"Київський","Вулиця","Толбухіна"
"Київський","Площа","Толбухіна"
"Приморський","Вулиця","Толстого Льва"
"Приморський","Площа","Толстого Льва"
"Київський","Вулиця","Тополева"
"Приморський","Вулиця","Тополева"
"Приморський","Провулок","Топольського"
"Приморський","Вулиця","Торгова"
"Київський","Провулок","Травневий"
"Київський","Вулиця","Трамвайна лінія 13-а"
"Приморський","Вулиця","Транспортна"
"Київський","Вулиця","Трамвайна"
"Київський","Провулок","Трамвайний"
"Приморський","Вулиця","Траса здоров'я"
"Приморський","Вулиця","Троїцька"
"Київський","Вулиця","Тролейбусна"
"Київський","Вулиця","Тульська"
"Київський","Провулок","Тупиковий 1-й"
"Київський","Провулок","Тупиковий 2-й"
"Київський","Провулок","Тюльпанний"
"Київський","Вулиця","Угорська"
"Приморський","Провулок","Удільний"
"Київський","Провулок","Український 1-й"
"Київський","Провулок","Український 2-й"
"Київський","Провулок","Український 3-й"
"Приморський","Провулок","Університетський"
"Приморський","Вулиця","Успенська"
"Приморський","Провулок","Успенський"
"Приморський","Вулиця","Утьосова"
"Приморський","Вулиця","Уютна"
"Київський","Вулиця","Уютна"
"Приморський","Провулок","Ушинського"
"Київський","Вулиця","Юннатів"
"Київський","Провулок","Юннатів 1-й"
"Київський","Провулок","Юннатів 2-й"
"Київський","Провулок","Юннатів 3-й"
"Малиновський","Вулиця","Фабрична"
"Київський","Вулиця","Філатова академіка"
"Малиновський","Вулиця","Філатова академіка"
"Суворовський","Провулок","Флотський 1-й"
"Суворовський","Провулок","Флотський 3-й"
"Суворовський","Провулок","Флотський 4-й"
"Київський","Проспект","Фонтанська дорога"
"Малиновський","Проспект","Фонтанська дорога"
"Приморський","Проспект","Фонтанська дорога"
"Київський","Вулиця","Франка Івана"
"Київський","Провулок","Франка Івана"
"Приморський","Бульвар","Французький"
"Суворовський","Вулиця","Хавкіна Володимира"
"Київський","Вулиця","Харківська"
"Малиновський","Вулиця","Хмельницького Богдана"
"Приморський","Вулиця","Хмельницького Богдана"
"Приморський","Площа","Холодної Віри"
"Приморський","Провулок","Хуторський"
"Малиновський","Вулиця","Цвєтаєва генерала"
"Київський","Вулиця","Центральна (Люстдорф)"
"Суворовський","Вулиця","Церковна"
"Суворовський","Вулиця","Цимлянська"
"Приморський","Провулок","Чайковського"
"Суворовський","Вулиця","Чапаєва"
"Суворовський","Провулок","Чапаєвський 1-й"
"Суворовський","Провулок","Чапаєвський 2-й"
"Суворовський","Провулок","Чапаєвський 3-й"
"Суворовський","Провулок","Чапаєвський 4-й"
"Суворовський","Провулок","Чапаєвський 5-й"
"Суворовський","Провулок","Чапаєвський 7-й"
"Суворовський","Провулок","Чапаєвський 8-й"
"Київський","Вулиця","Чапаєвської дівізії 25-ї"
"Малиновський","Вулиця","Чапаєвської дівізії 25-ї"
"Суворовський","Вулиця","Чепіги отамана"
"Суворовський","Вулиця","Червона"
"Приморський","Вулиця","Червоних зорь"
"Приморський","Провулок","Червоних зорь"
