"street_type","name"
"Вулиця","Рибчанська"
"Вулиця","Рилєєва"
"Провулок","Рилєєва"
"Провулок","Рильського"
"Провулок","Риночний"
"Вулиця","Річкова"
"Провулок","Річковий 1-й"
"Провулок","Річковий 2-й"
"Вулиця","Сапіго Сергія"
"Вулиця","Тімірязева"
"Провулок","Український"
"Вулиця","Уютна"
"Провулок","Фадеєва"
"Вулиця","Фестивальна"
"Вулиця","Фізкультурна"
"Вулиця","Франка"
"Вулиця","Фруктова"
"Провулок","Фруктовий"
"Вулиця","Фрунзе"
"Вулиця","Фурманова"
"Вулиця","Халтуріна Степана"
"Вулиця","Харківська"
"Шосе","Харківське"
"Вулиця","Харчовиків"
"Вулиця","Хвойна"
"Вулиця","Хімічна"
"Вулиця","Хлібозаводська"
"Провулок","Хліборобів"
"Бульвар","Хмельницького Богдана"
"Провулок","Хорольський"
"Вулиця","Хоткевича Гната"
"Вулиця","Хрестовоздвиженська"
"Вулиця","Художня"
"Вулиця","Центральна"
"Вулиця","Центральна"
"Провулок","Цитовський"
"Провулок","Цілинний"
"Вулиця","Ціолоковського"
"Вулиця","Шведська Могила"
"Вулиця","Шведська"
"Вулиця","Шевченка"
"Провулок","Шевченка"
"Вулиця","Шилівська"
"Вулиця","Шишкіна"
"Провулок","Шкільний"
"Вулиця","Шліхтера"
"Вулиця","Шолом-Алейхема"
"Бульвар","Щепотьєва"
"Вулиця","Щербакова"
"Вулиця","Щорса"
"Вулиця","Ювілейна"
"Вулиця","Юнацька"
"Вулиця","Юрівська"
"Вулиця","Юрченка Петра"
"Вулиця","Яблунева"
"Вулиця","Ягідна"
"Провулок","Ягідний"
"Вулиця","Яківчанська"
"Вулиця","Янтарна"
"Провулок","Яровий"
"Вулиця","Ярошенка"
"Вулиця","Яружна"
"Вулиця","Яценка"
"Провулок","Веселий 1-й"
"Вулиця","Лінія 1-а"
"Вулиця","Черепична 1-а"
"Провулок","Проїзд 1-й"
"Провулок","Прорізний 1-й"
"Проспект","Перший"
"Провулок","Радянський 1-й"
"Провулок","Річковий 1-й"
"Провулок","Театральний 1-й"
"Провулок","Трубний 1-й"
"Тупик","Перший"
"Провулок","Веселий 2-й"
"Вулиця","Лінія 2-а"
"Вулиця","Черепична 2-а"
"Вулиця","Проїзд 2-й"
"Провулок","Прорізний 2-й"
"Проспект","Проспект 2-й"
"Провулок","Річковий 2-й"
"Провулок","Театральний 2-й"
"Провулок","Трубний 2-й"
"Провулок","Проїзд 3-й"
"Проспект","Третій"
"Тупик","Третій"
"Вулиця","Лінія 3-я"
"Вулиця","Проїзд 4-й"
"Вулиця","Лінія 4-а"
"Вулиця","Лінія 5-а"
"Провулок","Проїзд 5-й"
"Вулиця","Лінія 6-а"
"Провулок","Проїзд 6-й"
"Вулиця","Лінія 7-а"
"Провулок","Проїзд 7-й"
"Вулиця","Лінія 8-а"
"Провулок","Проїзд 8-й"
"Вулиця","Лінія 9-а"
"Вулиця","Проїзд 9-й"
"Провулок","8 Березня"
"Вулиця","9 Січня"
"Вулиця","9 Травня"
"Вулиця","23 Вересня"
"Вулиця","1100-річчя Полтави"
"Площа","1100-річчя Полтави"
