"street_type","name"
"Проїзд","Козацький"
"Вулиця","Колгоспна"
"Вулиця","Комарова космонавта"
"Провулок","Комсомольський"
"Вулиця","Комунарів"
"Провулок","Комунарів"
"Вулиця","Конєва Маршала"
"Вулиця","Кооперативна"
"Шосе","Копистинське"
"Вулиця","Короленка"
"Вулиця","Корольова Академіка"
"Провулок","Корольова Академіка"
"Вулиця","Коротченка"
"Провулок","Коротченка"
"Вулиця","Косіора"
"Провулок","Косіора"
"Проїзд","Косіора"
"Вулиця","Космодем'янської Зої"
"Вулиця","Костюшка"
"Провулок","Котика Валі"
"Вулиця","Котляревського"
"Вулиця","Коципінського"
"Провулок","Коципінського"
"Вулиця","Коцюбинського"
"Провулок","Коцюбинського"
"Проїзд","Коцюбинського"
"Вулиця","Кошарського"
"Провулок","Кошарського"
"Вулиця","Кошового"
"Провулок","Кошового"
"Вулиця","Красилівська"
"Вулиця","Красовського Маршала"
"Провулок","Красовського Маршала"
"Вулиця","Крашевського"
"Вулиця","Кривоноса"
"Вулиця","Кринична"
"Вулиця","Кудрянки"
"Вулиця","Кузнєцова Миколи"
"Вулиця","Купріна"
"Провулок","Купріна"
"Вулиця","Курчатова"
"Провулок","Курчатова"
"Вулиця","Кутузова"
"Провулок","Кутузова"
"Вулиця","Лазо"
"Провулок","Ламаний"
"Вулиця","Ланова"
"Вулиця","Ланок"
"Вулиця","Лезнівська"
"Вулиця","Леонтовича"
"Вулиця","Лесі Українки"
"Вулиця","Летичівська"
"Вулиця","Лєрмонтова"
"Вулиця","Лєскова"
"Провулок","Лєскова"
"Вулиця","Лікарняна"
"Вулиця","Лісна"
"Вулиця","Лісний"
"Вулиця","Локомотивна"
"Вулиця","Ломоносова"
"Вулиця","Лугова"
"Вулиця","Лугова 2-а"
"Вулиця","Лугова 3-я"
"Провулок","Луговий"
"Вулиця","Лупана"
"Провулок","Лупана"
"Шосе","Львівське"
"Проїзд","Львівський"
"Вулиця","Майборського"
"Вулиця","Малиницька"
"Вулиця","Маняка"
"Провулок","Маркса Карла"
"Вулиця","Матросова"
"Провулок","Матросова"
"Провулок","Маяковського"
"Вулиця","Мельникова"
"Провулок","Мельникова"
"Вулиця","Мересьєва"
"Провулок","Мирний 1-й"
"Провулок","Мирний 2-й"
"Вулиця","Мирного Панаса"
"Проспект","Миру"
"Вулиця","Місячна"
"Провулок","Місячний"
"Вулиця","Міцкевича"
"Вулиця","Мічуріна"
"Провулок","Мічуріна"
"Вулиця","Молдавська"
"Вулиця","Молодіжна"
"Провулок","Молодіжний"
"Проїзд","Молодіжний"
"Вулиця","Молодої Гвардії"
"Вулиця","Морозенка Полковника"
"Провулок","Морозенка Полковника"
"Вулиця","Московська"
"Вулиця","Набережна"
"Вулиця","Нагірна"
"Провулок","Нагірний"
"Вулиця","Наливайка Северина"
"Вулиця","Народної Волі"
"Вулиця","Невгодовського"
"Вулиця","Невського"
"Майдан","Незалежності"
"Провулок","Незалежності"
"Вулиця","Нечая Данила"
"Провулок","Нечая Данила"
"Вулиця","Нєкрасова"
"Провулок","Нєкрасова"
"Провулок","Нижній Береговий"
"Вулиця","Нижня Берегова"
"Вулиця","Нова 2-а"
"Вулиця","Нова 3-я"
"Вулиця","Нова 4-а"
"Вулиця","Новосільна"
"Вулиця","Огієнка"
"Провулок","Огієнка"
"Вулиця","Одухи"
"Вулиця","Озерна"
"Вулиця","Окинського"
"Вулиця","Олексенка"
"Вулиця","Олійника"
"Вулиця","Олімпійська"
"Провулок","Осіпенко"
"Вулиця","Островського Миколи"
"Вулиця","Острозького Костянтина"
"Вулиця","П'ятисотенниць"
"Провулок","П'ятисотенниць"
"Провулок","Павлова"
"Провулок","Панфілова"
"Вулиця","Папаніна"
"Вулиця","Паркова"
"Провулок","Парковий"
"Вулиця","Партизанська"
"Вулиця","Пархоменка"
"Вулиця","Пасічна"
"Провулок","Пекарський"
"Вулиця","Перемоги"
"Вулиця","Пересипкіна Маршала"
"Провулок","Першотравневий"
"Вулиця","Пилипчука"
"Провулок","Пилипчука"
"Вулиця","Південна"
"Тупик","Південний"
"Вулиця","Північна"
"Провулок","Північний"
"Проїзд","Північний"
"Вулиця","Підгірна"
"Вулиця","Підкалинна"
"Вулиця","Підкови Івана"
"Провулок","Підкови Івана"
"Вулиця","Підлісна"
"Провулок","Підлісний"
"Вулиця","Пілотська"
"Провулок","Піонерський"
"Вулиця","Плоска"
"Провулок","Плоский"
"Вулиця","Подільська"
"Провулок","Подільський"
"Провулок","Покришкіна"
"Вулиця","Полігонна"
"Вулиця","Польова"
"Провулок","Польовий"
"Вулиця","Попова"
"Вулиця","Постишева"
"Вулиця","Починка"
"Провулок","Починка"
"Вулиця","Правди"
"Вулиця","Пресайзена"
"Вулиця","Прибузька"
"Вулиця","Привітна"
"Вулиця","Прикордонників"
"Вулиця","Примакова"
"Провулок","Примакова"
"Провулок","Приміський"
"Провулок","Проїзний"
"Провулок","Пролісковий"
"Провулок","Прорізний"
"Вулиця","Проскурівська"
"Вулиця","Проскурівського підпілля"
"Провулок","Проскурівського підпілля"
"Проїзд","Проскурівського підпілля"
"Вулиця","Профспілкова"
"Провулок","Пугачова"
"Вулиця","Пушкіна"
"Провулок","Пушкіна"
"Вулиця","Пяскорського"
"Провулок","Пяскорського"
"Вулиця","Радгоспна"
"Вулиця","Радзієвського"
"Провулок","Радісний"
"Вулиця","Раєвського"
"Вулиця","Разіна"
"Провулок","Разіна"
"Вулиця","Раскової"
"Провулок","Раскової"
"Проїзд","Раскової"
"Провулок","Рєпіна"
"Вулиця","Рибалка Маршала"
"Провулок","Рибалка Маршала"
"Провулок","Рибацький"
"Вулиця","Ричка"
"Вулиця","Різдвяна"
"Провулок","Різдвяний"
"Вулиця","Річкова"
"Вулиця","Роздільна"
"Вулиця","Руданського"
"Вулиця","Руднєва"
"Вулиця","Ружичнянська"
"Провулок","Ружичнянський"
"Вулиця","Румянцева Генерала"
"Провулок","Румянцева Генерала"
"Вулиця","Ручковської"
"Вулиця","Саварчука"
"Вулиця","Савіної"
"Вулиця","Сагайдачного"
"Вулиця","Садибна 1-а"
"Вулиця","Садибна 2-а"
"Вулиця","Садибна 3-я"
"Провулок","Садовий"
"Вулиця","Світанкова"
"Вулиця","Свободи"
"Провулок","Свободи"
"Вулиця","Селекційна"
"Вулиця","Семенюка"
"Вулиця","Сенкевича"
"Провулок","Серпанковий"
"Вулиця","Сільськогосподарська"
"Вулиця","Сковороди Григорія"
"Вулиця","Смотрицького Герасима"
"Провулок","Смотрицького Герасима"
"Вулиця","Соборна"
"Провулок","Соборний"
"Вулиця","Солов'їна"
"Вулиця","Сонячна"
"Вулиця","Сосюри"
"Вулиця","Ставкова"
"Провулок","Ставковий"
"Вулиця","Старицького"
"Провулок","Старицького"
"Шосе","Старокостянтинівське"
"Вулиця","Старосадова"
"Вулиця","Стельмаха"
"Провулок","Стельмаха"
"Вулиця","Стеніна"
"Вулиця","Стрілецька"
"Вулиця","Струмкова"
"Вулиця","Стуса"
"Вулиця","Суворова"
"Провулок","Суворова"
"Проїзд","Суворова"
"Вулиця","Східна"
"Вулиця","Тамбовська"
"Вулиця","Театральна"
"Вулиця","Тернопільська"
"Вулиця","Тиха"
"Провулок","Тихий"
"Вулиця","Тичини Павла"
"Вулиця","Ткачука"
"Провулок","Ткачука"
"Вулиця","Толбухіна"
"Вулиця","Толстого Лева"
"Вулиця","Торф'яна"
"Провулок","Торф'яний"
"Вулиця","Травнева"
"Провулок","Травневий"
"Провулок","Тракторний"
"Вулиця","Транспортна"
"Провулок","Транспортний"
"Провулок","Трансформаторний"
"Вулиця","Трембовецької"
"Вулиця","Трудова"
"Вулиця","Тупикова"
"Провулок","Тупиковий"
"Провулок","Тургенєва"
"Вулиця","Тухачевського"
"Вулиця","Уборевича"
"Вулиця","Урицького"
"Вулиця","Федорова Святослава"
"Вулиця","Фельштинська"
"Вулиця","Філатова"
"Вулиця","Філіпова"
"Вулиця","Франка Івана"
"Провулок","Франка Івана"
"Вулиця","Фурманова"
"Вулиця","Хмельницького Богдана"
"Вулиця","Хотовицького"
"Вулиця","Храновського"
"Вулиця","Цегельна"
"Провулок","Центральний"
"Вулиця","Ціолковського"
"Вулиця","Чайкіної Лізи"
"Вулиця","Чайковського"
"Вулиця","Чапаєва"
"Провулок","Чапаєва"
"Вулиця","Чеботарьова Академіка"
"Вулиця","Червоноармійська"
"Вулиця","Червонофлотська"
"Провулок","Червонофлотський"
"Вулиця","Чернишевського"
"Вулиця","Черняховського"
"Вулиця","Чехова"
"Провулок","Чехова"
"Вулиця","Чкалова"
"Провулок","Чкалова"
"Провулок","Човновий"
"Вулиця","Чорновола В'ячеслава"
"Вулиця","Чубинського"
"Провулок","Чубинського"
"Вулиця","Шашкевича"
"Вулиця","Шевченка"
"Провулок","Шевченка"
"Вулиця","Шестакова"
"Провулок","Шестакова"
"Провулок","Шкільний"
"Вулиця","Шостаковича"
"Провулок","Шостаковича"
"Вулиця","Щаслива"
"Вулиця","Щедріна"
"Провулок","Щедріна"
"Вулиця","Щербакова"
"Вулиця","Щерби Академіка"
"Проїзд","Щерби Академіка"
"Вулиця","Щорса"
"Провулок","Щорса"
"Вулиця","Ювілейна"
"Провулок","Ювілейний"
"Вулиця","Яблунева"
"Вулиця","Яворницького"
"Вулиця","Якіра"
"Вулиця","Ярмолинецька"
"Вулиця","Ярова"
