"street_type","name"
"Вулиця","Крутий Узвіз"
"Вулиця","Кузнєцова"
"Вулиця","Куйбишева"
"Провулок","Куйбишева"
"Вулиця","Курія Юлія"
"Вулиця","Кутузова"
"Провулок","Кутузова"
"Вулиця","Лавреньова"
"Вулиця","Лазо Сергія"
"Вулиця","Лебединського"
"Вулиця","Левадна"
"Вулиця","Ленінградська"
"Вулиця","Ленських Подій"
"Провулок","Ленських Подій"
"Вулиця","Леонтовича"
"Вулиця","Лермонтова"
"Провулок","Лермонтова"
"Провулок","Лермонтова 1-й"
"Провулок","Лермонтова 2-й"
"Вулиця","Українки Лесі"
"Вулиця","Липовецька"
"Вулиця","Лисенка"
"Провулок","Лисенка"
"Вулиця","Литвиненка"
"Провулок","Литовський"
"Вулиця","Лісова"
"Провулок","Лісовий"
"Провулок","Лісовий 1-й"
"Провулок","Лісовий 2-й"
"Провулок","Лісовий 3-й"
"Вулиця","Ломоносова"
"Провулок","Ломоносова 1-й"
"Вулиця","Лугова"
"Вулиця","Лук'янівського Бориса"
"Вулиця","Лютневої Революції"
"Провулок","Лютневої Революції"
"Вулиця","Макаренка"
"Провулок","Макаренка 1-й"
"Провулок","Макаренка 2-й"
"Вулиця","Максимовича"
"Вулиця","Малиновського"
"Бульвар","Мамина-Сибіряка"
"Вулиця","Мамина-Сибіряка"
"Бульвар","Вовчка Марка"
"Вулиця","Вовчка Марка"
"Вулиця","Маркса Карла"
"Провулок","Маркса Карла"
"Вулиця","Матросова"
"Провулок","Матросова 2-й"
"Вулиця","Маяковського"
"Тупик","Маяковського"
"Провулок","Маяковського 1-й"
"Вулиця","Медведєва"
"Вулиця","Медвідь Андрія"
"Вулиця","Медова"
"Вулиця","Мельника"
"Провулок","Мельника"
"Вулиця","Мерінга ФрІдриха"
"Вулиця","Мечникова"
"Вулиця","Михайличенка"
"Вулиця","Михайловського Дмитра"
"Вулиця","Міліційна"
"Вулиця","Місячна"
"Вулиця","Мічуріна"
"Провулок","Мічуріна"
"Вулиця","Могильчака"
"Вулиця","Молодіжна"
"Провулок","Молодіжний"
"Вулиця","Молодогвардійська"
"Провулок","Молодогвардійський 2-й"
"Вулиця","Морозова Григорія"
"Вулиця","Морозова Павлика"
"Вулиця","Морозової Ганни"
"Провулок","Морозової Ганни 2-й"
"Вулиця","Москаленка"
"Вулиця","Москвіна"
"Вулиця","Московська"
"Провулок","Московський 2-й"
"Провулок","Московський 3-й"
"Вулиця","Нагірна"
"Вулиця","Наливайка Северина"
"Площа","Наливайка Северина"
"Провулок","Наливайка Северина"
"Провулок","Наливайка Северина"
"Вулиця","Нансена"
"Вулиця","Набережна"
"Провулок","Наскрізний"
"Вулиця","Нахімова"
"Провулок","Нахімова"
"Вулиця","Невського"
"Площа","Незалежності"
"Вулиця","Некрасова"
"Шосе","Немирівське"
"Вулиця","Немировича-Данченка"
"Вулиця","Нечая Данила"
"Провулок","Нечая Данила 1-й"
"Провулок","Нечая Данила 2-й"
"Провулок","Нечая Данила 3-й"
"Провулок","Нечая Данила 4-й"
"Вулиця","Нечуя-Левицького"
"Вулиця","Нова"
"Узвіз","Новий"
"Вулиця","Новікова"
"Вулиця","Новоселівська"
"Провулок","Новоселівська 1-й"
"Провулок","Новоселівська 2-й"
"Шосе","Об'їзне"
"Вулиця","Одеська"
"Провулок","Одеська 1-й"
"Провулок","Одеський 2-й"
"Вулиця","Ольги Кобилянської"
"Вулиця","Орлика Пилипа"
"Вулиця","Осипенко Поліни"
"Вулиця","Островського"
"Провулок","Островського"
"Вулиця","Острозького Костянтина"
"Вулиця","Павленка"
"Провулок","Павленка"
"Вулиця","Павлова"
"Вулиця","Паліїв Яр"
"Вулиця","Панаса Мирного"
"Вулиця","Папаніна"
"Вулиця","Паризької Комуни"
"Вулиця","Пархоменка"
"Площа","Перемоги"
"Вулиця","Першотравнева"
"Вулиця","Пестеля"
"Провулок","Пестеля 1-й"
"Провулок","Пестеля 2-й"
"Вулиця","Петровського"
"Провулок","Петровського 1-й"
"Провулок","Петровського 2-й"
"Вулиця","Петрусенка"
"Тупик","Петрусенка"
"Вулиця","Пирогова"
"Провулок","Пирогова 1-й"
"Провулок","Пирогова 2-й"
"Вулиця","Писаренка"
"Вулиця","Південна"
"Вулиця","Північна"
"Провулок","Північний"
"Тупик","Північний"
"Провулок","Підлісний"
"Вулиця","Піонерська"
"Провулок","Піонерський"
"Тупик","Піонерський"
"Вулиця","Плеханова"
"Вулиця","Повстання Броненосця «Потьомкін»"
"Провулок","Повстання Броненосця «Потьомкін»"
"Вулиця","Подвойського"
"Вулиця","Подільська"
"Вулиця","Покришкіна"
"Вулиця","Полубудкіна Т."
"Провулок","Полубудкіна Т. 1-й"
"Вулиця","Польова"
"Вулиця","Понедєліна"
"Вулиця","Порика Василя"
"Вулиця","Постишева"
"Провулок","Постишева 1-й"
"Вулиця","Прибузька"
"Вулиця","Привокзальна"
"Провулок","Привокзальний"
"Вулиця","Примакова Віталія"
"Вулиця","Пролетарська"
"Провулок","Пролетарський"
"Вулиця","Промислова"
"Вулиця","Пугачова"
"Провулок","Пугачова"
"Вулиця","Пушкіна"
"Вулиця","Ранкова"
"Вулиця","Ратушної Лариси"
"Вулиця","Революційна"
"Вулиця","Рєпіна"
"Вулиця","Рилєєва"
"Провулок","Рилєєва 2-й"
"Вулиця","Рильського Максима"
"Провулок","Рильського Максима"
"Вулиця","Руданського"
"Провулок","Руданського 3-й"
"Вулиця","Руднєва"
"Вулиця","Рябчинської Юлії"
"Шосе","Сабарівське"
"Вулиця","Савченка"
"Вулиця","Садова"
"Вулиця","Садовського"
"Вулиця","Саксаганського"
"Вулиця","Салтикова-Щедріна"
"Вулиця","Свердлова"
"Провулок","Свердлова"
"Бульвар","Свободи"
"Провулок","Селянський"
"Вулиця","Семенця Валерія"
"Вулиця","Серафимовича"
"Вулиця","Сергєєва-Ценського"
"Провулок","Середній"
"Вулиця","Серпнева"
"Вулиця","Скалецького Родіона"
"Вулиця","Складська"
"Вулиця","Сковороди"
"Вулиця","Смирнова Юрія"
"Провулок","Смирнова Юрія"
"Вулиця","Соборна"
"Вулиця","Соколова"
"Вулиця","Сонячна"
"Провулок","Сонячний"
"Вулиця","Сосюри"
"Вулиця","Стадницького"
"Вулиця","Станіславського"
"Вулиця","Стахановська"
"Провулок","Стахановський 1-й"
"Провулок","Стахановський 4-й"
"Вулиця","Стахурського"
"Вулиця","Стельмаха"
"Вулиця","Степова"
"Провулок","Степовий 1-й"
"Вулиця","Стеценка"
"Провулок","Стеценка 1-й"
"Провулок","Стеценка 2-й"
"Вулиця","Стуса Василя"
"Площа","Стуса Василя"
"Вулиця","Суворова"
"Вулиця","Талаліхіна"
"Провулок","Талаліхіна"
"Вулиця","Тарногородського"
"Вулиця","Театральна"
"Вулиця","Тельмана"
"Вулиця","Тимірязєєва"
"Вулиця","Тимощука"
"Тупик","Тимощука"
"Вулиця","Тичини"
"Вулиця","Тобілевича"
"Вулиця","Толбухіна"
"Вулиця","Толстого Льва"
"Провулок","Толстого Льва"
"Вулиця","Топольського"
"Провулок","Топольського 1-й"
"Провулок","Топольського 2-й"
"Вулиця","Тракторна"
"Вулиця","Тропініна"
"Вулиця","Трублаїні"
"Провулок","Трублаїні 1-й"
"Провулок","Трублаїні 2-й"
"Провулок","Трублаїні 3-й"
"Провулок","Тузанькевича"
"Вулиця","Тухачевського"
"Провулок","Тухачевського 1-й"
"Провулок","Тухачевського 2-й"
"Вулиця","Уборевича"
"Вулиця","Українська"
"Провулок","Український 1-й"
"Провулок","Уманський"
"Вулиця","Успенського Гліба"
"Вулиця","Учительська"
"Провулок","Учительський"
"Вулиця","Ушакова"
"Вулиця","Ушинського"
"Вулиця","Фабріціуса"
"Вулиця","Фадєєва"
"Провулок","Фадєєва"
"Вулиця","Федорова Івана"
"Провулок","Федорова Івана"
"Вулиця","Форпостна"
"Вулиця","Франка Івана"
"Провулок","Франка Івана 1-й"
"Провулок","Франка Івана 2-й"
"Вулиця","Фрунзе"
"Провулок","Фрунзе"
"Вулиця","Фурманова Дмитра"
"Вулиця","Хлібна"
"Шосе","Хмельницьке"
"Шосе","Хмельницьке 2-е"
"Вулиця","Хмельницького Богдана"
"Провулок","Хмельницького Богдана 1-й"
"Провулок","Цегельний"
"Вулиця","Цимлянська"
"Вулиця","Ціолковського"
"Провулок","Ціолковського"
"Вулиця","Чайкіної Лариси"
"Вулиця","Чайковського"
"Вулиця","Чапаєва"
"Провулок","Червоний"
"Вулиця","Червоних Курсантів"
"Вулиця","Червоних Партизанів"
"Вулиця","Червоноармійська"
"Вулиця","Червонофлотська"
"Вулиця","Червонохрестівська"
"Вулиця","Черешнева"
"Вулиця","Чернігівська"
"Вулиця","Черняховського"
"Провулок","Черняховського 2-й"
"Вулиця","Чехова"
"Проїзд","Чехова 1-й"
"Проїзд","Чехова 2-й"
"Проїзд","Чехова 3-й"
"Вулиця","Чкалова"
"Вулиця","Чорновола Вячеслава"
"Вулиця","Шевченка"
"Тупик","Шевченка"
"Провулок","Шевченка 1-й"
"Провулок","Шевченка 2-й"
"Вулиця","Ширшова"
"Вулиця","Шкільна"
"Площа","Шкільна"
"Провулок","Шкільний"
"Вулиця","Шмідта"
"Вулиця","Шолом-Алейхема"
"Вулиця","Щорса"
"Провулок","Щорса"
"Вулиця","Щукіна"
"Проїзд","Юності"
"Проспект","Юності"
"Провулок","Юності 1-й"
"Провулок","Юності 2-й"
"Вулиця","Юри Гната"
"Провулок","Юри Гната"
"Вулиця","Ющенка Академіка"
"Вулиця","Яблунева"
"Вулиця","Якіра"
"Провулок","Якіра"
"Вулиця","Яреми"
"Вулиця","Ясна"
"Провулок","Ясний"
